RS;PDT;12233;CIRO CARLOS EMERIM SIMONI;CIRO SIMONI;Deputado Estadual;Apto;Deferido
SC;PSB;40110;CLAITON SALVARO BROLESSI;SALVARO;Deputado Estadual;Apto;Deferido
SC;PSD;55100;CLARIKENNEDY NUNES;KENNEDY NUNES;Deputado Estadual;Apto;Deferido
PR;PSC;20111;CLAUDIA VANESSA DE SOUZA FONTOURA PEREIRA;CLAUDIA PEREIRA;Deputado Estadual;Apto;Deferido
PE;PSDB;45645;CLAUDIANO FERREIRA MARTINS FILHO;CLAUDIANO FILHO;Deputado Estadual;Apto;Deferido
PR;PSC;20888;CLAUDIO APARECIDO ALVES PALOZI;PALOZI;Deputado Estadual;Apto;Deferido
GO;PR;22690;CL�UDIO OLINTO MEIRELLES;CL�UDIO MEIRELLES;Deputado Estadual;Apto;Deferido
RO;PRP;44000;CLECIO MARCELINO TENORIO DE ALMEIDA;MARCELINO TENORIO;Deputado Estadual;Apto;Deferido
TO;PSL;17000;CLEITON CARDOSO DE ALMEIDA;CLEITON CARDOSO;Deputado Estadual;Apto;Deferido
PE;PP;11611;CLEITON GON�ALVES DA SILVA;PASTOR CLEITON COLLINS;Deputado Estadual;Apto;Deferido
RO;PSB;40111;CLEITON ROQUE;CLEITON ROQUE;Deputado Estadual;Apto;Deferido
SP;PHS;31031;CLELIA GOMES DA SILVA;CLELIA GOMES;Deputado Estadual;Apto;Deferido
PE;PSB;40444;CLODOALDO MAGALH�ES OLIVEIRA LYRA;CLODOALDO MAGALH�ES;Deputado Estadual;Apto;Deferido
BA;PC do B;65456;CRISSOSTOMO ANTONIO LIMA;Z�;Deputado Estadual;Apto;Deferido
RN;PC do B;65555;CRISTIANE BEZERRA DE SOUZA DANTAS;CRISTIANE DANTAS;Deputado Estadual;Apto;Deferido
MG;PT;13120;CRISTIANO TADEU DA SILVEIRA;CRISTIANO SILVEIRA;Deputado Estadual;Apto;Deferido
MG;PSDB;45222;DALMO ROBERTO RIBEIRO SILVA;DALMO RIBEIRO;Deputado Estadual;Apto;Deferido
AC;PT;13123;DANIEL QUEIROZ DE SANT'ANA;DANIEL ZEN;Deputado Estadual;Apto;Deferido
RJ;PMDB;15000;DANIELE CRISTINA FIGUEIREDO FONTOURA;DANIELE GUERREIRO;Deputado Estadual;Apto;Deferido
PB;PP;11111;DANIELLA VELLOSO BORGES RIBEIRO;DANIELLA RIBEIRO;Deputado Estadual;Apto;Deferido
CE;PMDB;15333;DANNIEL LOPES DE OLIVEIRA SOUSA;DANNIEL OLIVEIRA;Deputado Estadual;Apto;Deferido
SC;PSD;55000;DARCI DE MATOS;DARCI DE MATOS;Deputado Estadual;Apto;Deferido
ES;PRP;44569;DARY ALVES PAGUNG;DARY PAGUNG;Deputado Estadual;Apto;Deferido
AM;PSD;55055;DAVID ANTONIO ABISAI PEREIRA DE ALMEIDA;DAVID ALMEIDA;Deputado Estadual;Apto;Deferido
AL;PSB;40699;DAVID CABRAL DAVINO FILHO;DAVI DAVINO;Deputado Estadual;Apto;Deferido
CE;PRB;10000;DAVID DE ALBUQUERQUE DURAND;DAVID DURAND;Deputado Estadual;Apto;Deferido
